"dataset","model","prompt_type","num_samples","gen_success_rate","ref_success_rate","mean_gen_num_lines_of_code","mean_gen_num_providers","mean_gen_num_resources","mean_gen_num_outputs","mean_gen_num_variables","mean_gen_num_modules","mean_gen_num_data","mean_gen_num_blocks","mean_gen_num_locals","mean_gen_num_terraform","mean_gen_numImplicitDependentEach_avg","mean_gen_numExplicitResourceDependency_sum","mean_gen_numImplicitDependentResources_sum","mean_gen_avgMccabeCC","mean_gen_maxMccabeCC","mean_gen_sumMccabeCC","mean_gen_numComparisonOperators_sum","mean_gen_numConditions_sum","mean_gen_numLoops_sum","mean_gen_maxDepthNestedBlocks","mean_gen_numDynamicBlocks_sum","mean_gen_numNestedBlocks_sum","mean_gen_loc_sum","mean_gen_containDescriptionField_sum","mean_gen_numStringValues_sum","mean_gen_minAttrsTextEntropy","mean_gen_maxAttrsTextEntropy","mean_gen_avgAttrsTextEntropy","mean_gen_textEntropyMeasure_avg","mean_gen_numDeprecatedFunctions_sum","mean_gen_numDebuggingFunctions_sum","mean_gen_numWildCardSuffixString_sum","mean_gen_numEmptyString_sum","mean_gen_numStarString_sum","mean_gen_numTokens_sum","mean_gen_numAttrs_sum","mean_gen_numVars_sum","mean_gen_numReferences_sum","mean_gen_numFunctionCall_sum","mean_gen_numLiteralExpression_sum","mean_gen_numMetaArg_sum","mean_gen_numTemplateExpression_sum","mean_gen_numHereDocs_sum","mean_gen_numObjects_sum","mean_gen_numTuples_sum","mean_gen_numLogiOpers_sum","mean_gen_numMathOperations_sum","mean_gen_numIndexAccess_sum","mean_gen_numSplatExpressions_sum","mean_gen_numLookUpFunctionCall_sum","mean_gen_numParams_sum","mean_ref_num_lines_of_code","mean_ref_num_providers","mean_ref_num_resources","mean_ref_num_outputs","mean_ref_num_variables","mean_ref_num_modules","mean_ref_num_data","mean_ref_num_blocks","mean_ref_num_locals","mean_ref_num_terraform","mean_ref_numImplicitDependentEach_avg","mean_ref_numExplicitResourceDependency_sum","mean_ref_numImplicitDependentResources_sum","mean_ref_avgMccabeCC","mean_ref_maxMccabeCC","mean_ref_sumMccabeCC","mean_ref_numComparisonOperators_sum","mean_ref_numConditions_sum","mean_ref_numLoops_sum","mean_ref_maxDepthNestedBlocks","mean_ref_numDynamicBlocks_sum","mean_ref_numNestedBlocks_sum","mean_ref_loc_sum","mean_ref_containDescriptionField_sum","mean_ref_numStringValues_sum","mean_ref_minAttrsTextEntropy","mean_ref_maxAttrsTextEntropy","mean_ref_avgAttrsTextEntropy","mean_ref_textEntropyMeasure_avg","mean_ref_numDeprecatedFunctions_sum","mean_ref_numDebuggingFunctions_sum","mean_ref_numWildCardSuffixString_sum","mean_ref_numEmptyString_sum","mean_ref_numStarString_sum","mean_ref_numTokens_sum","mean_ref_numAttrs_sum","mean_ref_numVars_sum","mean_ref_numReferences_sum","mean_ref_numFunctionCall_sum","mean_ref_numLiteralExpression_sum","mean_ref_numMetaArg_sum","mean_ref_numTemplateExpression_sum","mean_ref_numHereDocs_sum","mean_ref_numObjects_sum","mean_ref_numTuples_sum","mean_ref_numLogiOpers_sum","mean_ref_numMathOperations_sum","mean_ref_numIndexAccess_sum","mean_ref_numSplatExpressions_sum","mean_ref_numLookUpFunctionCall_sum","mean_ref_numParams_sum"
"llm_iac","glm-4.7","cot","461","0.9978","1.0","155.771739","1.093478","9.843478","2.223913","4.513043","0.030435","0.732609","19.430435","0.143478","0.85","0.050458","0.0","15.082222","0.997897","1.2","76.244444","0.182222","0.355556","0.202222","10.755556","0.095556","8.622222","159.233333","7.091111","44.657778","2.309733","4.759578","3.813127","4.350927","0.451111","0.017778","0.004444","0.24","0.235556","544.313333","75.686667","46.255556","49.097778","2.484444","58.026667","2.222222","4.442222","0.406667","6.571111","6.657778","0.011111","0.526667","1.817778","0.493333","0.008889","3.497778","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","glm-4.7","few-shot","461","0.9978","1.0","97.86087","0.452174","8.541304","0.621739","1.326087","0.015217","0.421739","11.569565","0.063043","0.128261","0.031463","0.0","11.938462","0.994332","1.072527","47.769231","0.052747","0.083516","0.03956","7.026374","0.015385","5.676923","98.936264","2.323077","29.646154","2.622989","4.671934","3.802852","4.547653","0.140659","0.002198","0.0","0.098901","0.226374","336.098901","47.646154","24.593407","30.668132","1.257143","38.527473","1.116484","2.76044","0.358242","3.956044","4.628571","0.002198","0.18022","0.753846","0.202198","0.0","1.716484","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","glm-4.7","zero-shot","461","0.9913","1.0","138.73523","1.02407","9.301969","1.350109","4.07221","0.039387","0.584245","17.166302","0.142232","0.652079","0.046133","0.0","13.735632","0.998923","1.202299","70.708046","0.236782","0.432184","0.151724","9.409195","0.068966","7.887356","145.751724","6.108046","41.45977","2.322851","4.710552","3.795748","4.441719","0.425287","0.004598","0.002299","0.202299","0.287356","496.613793","70.124138","41.508046","44.013793","2.363218","53.905747","2.108046","3.809195","0.372414","5.944828","6.218391","0.022989","0.381609","1.57931","0.377011","0.009195","3.354023","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","grok-4.1-fast","cot","461","1.0","1.0","196.828633","1.084599","11.303688","4.331887","3.681128","0.088937","0.86551","22.501085","0.184382","0.960954","0.030687","0.0","19.397778","1.0034","1.275556","96.017778","0.402222","0.6","0.444444","10.655556","0.044444","11.044444","201.64","7.804444","63.151111","2.195356","4.791511","3.834475","4.544357","0.422222","0.024444","0.0","0.322222","0.491111","720.755556","94.973333","64.848889","63.915556","4.162222","82.14","2.98","7.277778","0.315556","9.733333","9.035556","0.077778","1.306667","2.328889","0.668889","0.013333","5.806667","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","grok-4.1-fast","few-shot","461","1.0","1.0","131.383948","0.227766","11.117137","1.633406","0.763557","0.043384","0.518438","14.401302","0.039046","0.056399","0.021275","0.0","21.49115","0.99418","1.095133","64.663717","0.059735","0.132743","0.075221","7.880531","0.024336","8.369469","134.0","1.358407","42.378319","2.542035","4.761814","3.828305","4.587048","0.086283","0.0","0.002212","0.110619","0.336283","508.285398","64.455752","38.811947","51.134956","1.911504","57.45354","1.853982","8.316372","0.331858","5.860619","6.685841","0.013274","1.024336","1.126106","0.424779","0.0","2.670354","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","grok-4.1-fast","zero-shot","461","1.0","1.0","181.091106","1.071584","11.006508","3.488069","3.24295","0.069414","0.646421","20.581345","0.101952","0.954447","0.044341","0.0","18.186099","1.001632","1.29148","88.605381","0.40583","0.609865","0.372197","10.251121","0.047085","10.878924","187.181614","5.85426","57.773543","2.324619","4.772511","3.825943","4.534047","0.410314","0.022422","0.002242","0.213004","0.43722","658.79148","87.623318","57.887892","57.668161","3.717489","75.352018","2.560538","5.952915","0.325112","9.179372","8.493274","0.047085","1.089686","2.123318","0.589686","0.008969","5.065022","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","kimi-k2.5","cot","461","1.0","1.0","400.752711","1.010846","19.355748","7.353579","7.984816","0.036876","1.388286","38.635575","0.624729","0.880694","0.075704","0.0","35.698661","1.022688","1.830357","186.859375","1.819196","3.323661","1.162946","17.158482","0.412946","22.229911","412.381696","18.933036","126.720982","1.961317","4.903415","3.854689","4.461111","1.294643","0.013393","0.035714","1.120536","1.348214","1461.566964","182.372768","142.392857","133.180804","9.611607","168.051339","8.620536","16.948661","0.930804","18.765625","18.158482","0.334821","2.223214","6.491071","1.332589","0.046875","13.618304","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","kimi-k2.5","few-shot","461","1.0","1.0","207.592191","0.277657","14.167028","2.613883","2.301518","0.021692","0.778742","20.45987","0.212581","0.086768","0.059387","0.0","24.235165","1.003652","1.23956","98.248352","0.303297","0.674725","0.285714","11.017582","0.07033","12.498901","210.32967","5.804396","67.063736","2.451714","4.756813","3.812049","4.550916","0.305495","0.0","0.010989","0.29011","0.595604","734.287912","97.287912","61.010989","66.745055","3.206593","89.452747","3.595604","7.615385","0.479121","9.406593","10.01978","0.032967","1.437363","2.553846","0.61978","0.002198","4.30989","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","kimi-k2.5","zero-shot","461","1.0","1.0","335.687636","0.91757","17.288503","5.832972","6.62039","0.047722","1.117137","32.976139","0.462039","0.683297","0.087164","0.0","29.964365","1.017485","1.599109","156.2049","1.305122","2.461024","0.804009","14.888641","0.331849","19.035635","344.659243","14.91314","105.365256","2.1202","4.8351","3.836445","4.523508","1.077951","0.024499","0.03118","0.815145","1.071269","1204.545657","152.939866","114.213808","107.663697","7.300668","139.699332","6.875278","13.202673","0.848552","15.743875","15.285078","0.256125","2.013363","5.674833","1.151448","0.10245","10.175947","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","ministral-8b","cot","461","1.0","1.0","167.197397","1.13449","9.993492","2.542299","4.613883","0.078091","0.292842","19.59436","0.043384","0.895879","0.07283","0.0","15.309091","1.007992","1.261364","82.090909","0.404545","0.588636","0.293182","9.631818","0.072727","8.713636","175.177273","7.295455","54.215909","2.571773","4.752705","3.838563","4.540946","0.602273","0.004545","0.002273","0.315909","0.379545","592.413636","81.209091","53.163636","49.422727","3.259091","68.184091","2.102273","4.113636","0.470455","8.509091","7.634091","0.054545","0.329545","1.795455","0.504545","0.004545","3.995455","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","ministral-8b","few-shot","461","1.0","1.0","121.583514","0.193059","10.334056","0.924078","1.642082","0.015184","0.219089","13.496746","0.015184","0.154013","0.029835","0.0","17.963719","1.002642","1.102041","60.725624","0.1678","0.294785","0.06576","8.036281","0.036281","7.328798","127.097506","2.634921","40.022676","2.722812","4.741565","3.847043","4.575954","0.172336","0.0","0.0","0.14059","0.208617","462.131519","60.365079","35.600907","44.034014","1.714286","52.548753","1.376417","7.426304","0.562358","5.201814","6.095238","0.00907","0.297052","0.886621","0.356009","0.002268","2.106576","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","ministral-8b","zero-shot","461","1.0","1.0","162.366594","1.195228","10.160521","1.848156","4.396963","0.112798","0.279826","18.9718","0.036876","0.939262","0.068452","0.0","14.054422","1.005578","1.247166","79.718821","0.344671","0.589569","0.231293","10.058957","0.088435","9.088435","169.730159","6.428571","51.913832","2.530612","4.742585","3.829908","4.528463","0.560091","0.002268","0.002268","0.321995","0.390023","564.802721","78.897959","48.820862","46.319728","2.893424","65.873016","2.013605","3.85034","0.494331","7.668934","7.260771","0.079365","0.399093","1.761905","0.380952","0.034014","3.582766","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","phi-4","cot","461","1.0","1.0","61.993492","0.898048","5.388286","0.772234","0.995662","0.062907","0.121475","8.349241","0.023861","0.084599","0.029531","0.0","7.585366","0.990621","1.097561","38.333333","0.140921","0.165312","0.075881","6.360434","0.01626","4.430894","77.449864","1.425474","24.720867","2.566694","4.562276","3.750848","4.473305","0.200542","0.00271","0.0","0.108401","0.135501","254.791328","38.092141","16.807588","20.02168","1.276423","31.138211","0.796748","0.98916","0.143631","2.560976","3.615176","0.0","0.084011","0.539295","0.238482","0.00542","1.514905","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","phi-4","few-shot","461","1.0","1.0","57.672451","0.618221","5.733189","0.470716","0.5141","0.030369","0.112798","7.553145","0.017354","0.052061","0.016049","0.0","7.405836","0.988216","1.071618","34.724138","0.092838","0.172414","0.045093","6.559682","0.018568","4.366048","70.522546","0.883289","22.34748","2.60183","4.575889","3.746487","4.49518","0.108753","0.0","0.0","0.055703","0.095491","233.994695","34.506631","14.490716","18.61008","1.058355","28.870027","0.785146","1.312997","0.153846","2.257294","3.419098","0.005305","0.079576","0.469496","0.164456","0.007958","1.257294","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","phi-4","zero-shot","461","1.0","1.0","69.036876","0.911063","5.954447","0.681128","1.02603","0.078091","0.169197","8.926247","0.049892","0.056399","0.018324","0.0","8.24282","0.988966","1.096606","41.287206","0.070496","0.120104","0.078329","6.911227","0.007833","5.010444","83.096606","1.300261","26.454308","2.568668","4.606057","3.742276","4.479244","0.13577","0.0","0.005222","0.083551","0.151436","275.360313","41.088773","18.498695","21.984334","1.399478","33.506527","0.984334","1.117493","0.114883","2.869452","4.039164","0.0","0.151436","0.475196","0.21671","0.005222","1.762402","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","qwen3-235b","cot","461","1.0","1.0","159.924078","0.89154","9.201735","2.926247","4.707158","0.02603","0.396963","18.607375","0.123644","0.331887","0.04826","0.0","15.255319","1.005709","1.326241","83.210402","0.458629","0.940898","0.257683","10.073286","0.125296","9.271868","174.29078","8.016548","52.463357","2.420922","4.753901","3.804722","4.557006","0.669031","0.016548","0.007092","0.458629","0.380615","591.565012","82.01182","50.735225","49.926714","3.652482","68.486998","2.437352","4.118203","0.371158","7.484634","7.347518","0.066194","0.643026","1.957447","0.638298","0.125296","5.094563","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","qwen3-235b","few-shot","461","1.0","1.0","109.049892","0.219089","9.071584","0.872017","1.18872","0.017354","0.288503","11.735358","0.049892","0.0282","0.03724","0.0","14.095023","1.003221","1.126697","54.262443","0.070136","0.244344","0.072398","7.038462","0.022624","6.904977","113.737557","2.18552","35.450226","2.742738","4.723688","3.815306","4.552637","0.187783","0.0","0.002262","0.097285","0.233032","395.952489","53.945701","29.556561","35.024887","2.013575","47.567873","1.558824","4.210407","0.350679","4.963801","5.319005","0.011312","0.377828","1.095023","0.445701","0.020362","2.861991","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac","qwen3-235b","zero-shot","461","0.9892","1.0","130.85307","0.890351","8.969298","1.278509","2.890351","0.024123","0.344298","14.649123","0.127193","0.125","0.059036","0.0","12.214765","1.00336","1.190157","64.525727","0.187919","0.393736","0.187919","8.0783","0.080537","7.565996","133.487696","4.145414","39.950783","2.652506","4.684027","3.797591","4.513269","0.472036","0.002237","0.002237","0.158837","0.228188","455.46085","63.944072","37.250559","38.465324","3.044743","52.930649","1.950783","3.36689","0.317673","5.771812","5.970917","0.024609","0.610738","1.469799","0.494407","0.029083","4.136465","155.965293","0.765727","7.190889","3.787419","8.616052","0.826464","0.9718","22.854664","0.329718","0.366594","0.031277","0.0","10.719912","0.944872","1.304158","75.868709","0.873085","1.435449","0.280088","8.413567","0.271335","6.71116","157.330416","7.035011","45.017505","1.850197","4.644092","3.564539","4.452609","1.159737","0.061269","0.0","1.71116","0.170678","586.673961","74.153173","53.142232","57.371991","6.118162","57.345733","3.844639","5.02407","0.308534","4.065646","6.958425","0.221007","0.713348","1.947484","0.866521","0.402626","9.148796"
"llm_iac_paraphrased","claude-4.5-sonnet","cot","159","1.0","1.0","304.465409","1.031447","14.333333","8.081761","7.836478","0.075472","0.849057","33.238994","0.144654","0.886792","0.056923","0.0","27.462025","1.019349","1.556962","145.962025","1.158228","2.183544","0.873418","14.088608","0.259494","15.886076","306.392405","18.278481","93.310127","2.316013","4.823987","3.852538","4.531451","1.14557","0.113924","0.025316","0.936709","0.639241","1095.221519","142.905063","107.886076","99.873418","5.411392","121.911392","4.962025","12.341772","0.626582","12.778481","12.85443","0.208861","1.208861","4.025316","0.993671","0.006329","7.436709","130.389937","0.805031","6.044025","2.704403","7.584906","0.72327","0.698113","19.301887","0.396226","0.345912","0.041737","0.0","8.392405","0.940579","1.392405","64.094937","0.64557","1.64557","0.341772","7.183544","0.21519","5.664557","131.21519","6.253165","40.120253","1.772911","4.598861","3.517518","4.444503","0.85443","0.044304","0.0","1.474684","0.170886","489.126582","62.107595","42.765823","45.563291","4.227848","50.481013","3.234177","4.607595","0.253165","3.582278","6.360759","0.272152","0.626582","1.443038","0.518987","0.683544","6.949367"
"llm_iac_paraphrased","claude-4.5-sonnet","few-shot","458","1.0","1.0","199.851528","0.353712","12.449782","4.810044","3.240175","0.028384","0.59607","21.674672","0.058952","0.137555","0.025585","0.0","21.995633","1.009291","1.216157","96.709607","0.360262","0.796943","0.229258","10.305677","0.069869","10.954148","199.851528","8.877729","62.050218","2.641092","4.745415","3.855085","4.550338","0.292576","0.017467","0.019651","0.240175","0.40393","685.222707","95.683406","57.194323","61.827511","2.408297","81.731441","2.351528","5.707424","0.482533","8.552402","8.978166","0.048035","0.724891","2.323144","0.5","0.00655","2.975983","156.510917","0.764192","7.227074","3.79476","8.620087","0.825328","0.975983","22.908297","0.331878","0.368996","0.031484","0.0","10.777533","0.946123","1.306167","76.127753","0.878855","1.444934","0.281938","8.442731","0.273128","6.73348","157.889868","7.055066","45.196035","1.856564","4.644934","3.568893","4.453923","1.167401","0.061674","0.0","1.722467","0.171806","588.933921","74.400881","53.372247","57.618943","6.15859","57.57489","3.856828","5.044053","0.310573","4.088106","6.986784","0.222467","0.718062","1.960352","0.872247","0.405286","9.209251"
"llm_iac_paraphrased","claude-4.5-sonnet","zero-shot","458","1.0","1.0","292.517467","1.091703","14.60262","6.818777","7.408297","0.054585","0.740175","31.779476","0.131004","0.932314","0.053026","0.0","26.448578","1.013007","1.452954","137.713348","1.02407","1.619256","0.597374","13.205689","0.245077","15.277899","293.157549","15.634573","87.280088","2.292998","4.778993","3.84622","4.511816","1.052516","0.056893","0.030635","0.713348","0.680525","1026.131291","135.496718","98.669584","92.026258","5.741794","114.455142","4.291028","10.365427","0.56674","13.017505","11.932166","0.146608","1.553611","4.19256","0.986871","0.004376","7.678337","156.510917","0.764192","7.227074","3.79476","8.620087","0.825328","0.975983","22.908297","0.331878","0.368996","0.031484","0.0","10.777533","0.946123","1.306167","76.127753","0.878855","1.444934","0.281938","8.442731","0.273128","6.73348","157.889868","7.055066","45.196035","1.856564","4.644934","3.568893","4.453923","1.167401","0.061674","0.0","1.722467","0.171806","588.933921","74.400881","53.372247","57.618943","6.15859","57.57489","3.856828","5.044053","0.310573","4.088106","6.986784","0.222467","0.718062","1.960352","0.872247","0.405286","9.209251"
"llm_iac_paraphrased","gemini-3-flash","cot","60","1.0","1.0","92.933333","1.016667","6.283333","1.95","2.183333","0.1","0.416667","12.45","0.05","0.45","0.051615","0.0","9.033333","0.994237","1.166667","44.166667","0.016667","0.183333","0.183333","7.05","0.05","5.116667","92.933333","3.083333","27.45","2.146167","4.695833","3.775757","4.550477","0.3","0.0","0.0","0.1","0.35","314.633333","43.8","25.616667","26.866667","1.183333","35.116667","1.05","2.15","0.25","3.9","3.8","0.0","0.116667","1.033333","0.233333","0.0","1.433333","96.066667","0.55","4.383333","1.45","6.516667","0.816667","0.516667","14.783333","0.25","0.3","0.020137","0.0","5.389831","0.9133","1.220339","45.966102","0.101695","0.152542","0.101695","7.305085","0.016949","4.271186","97.694915","4.694915","28.779661","1.817458","4.53661","3.438125","4.436558","0.644068","0.016949","0.0","0.983051","0.118644","324.389831","45.711864","25.474576","27.271186","1.779661","34.864407","1.254237","2.644068","0.169492","1.966102","3.915254","0.0","0.152542","0.440678","0.084746","0.084746","2.305085"
